Idade,Faixa de idade,Genero,Cor/Raça/Etnia,PDC,Estado_onde_mora,Uf,Regiao_onde_mora,Mudou_de_estado,Regiao_de_Origem,Nivel_de_Ensino,Area_de_Formacao,Situacao_atual_de_trabalho,Setor,Num_func_empresa_que_trabalha,Cargo_Atual,Nível,Faixa_Salarial,Salario_Minimo,Salario_Maximo,Salario_Medio,Tempo_de_experiencia_na_area_de_dados,Atual_forma_de_trabalho,Papeis/cargos_do_time/chapter_de_dados,Analytics_Engineer,Engenharia_de_Dados/Data_Engineer,Analista_de_Dados/Data_Analyst,Cientista_de_Dados/Data_Scientist,Database_Administrator/DBA,Analista_de_Business_Intelligence/BI,Arquiteto_de_Dados/Data_Architect,Data_Product_Manager/DPM,Business_Analyst,SQL,R,Python,C/C++/C#,NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,Rust,PHP,JavaScript,Não utilizo nenhuma linguagem,Azure (Microsoft),Amazon Web Services (AWS),Google Cloud (GCP),Oracle Cloud,IBM,Servidores On Premise/Não utilizamos Cloud,Cloud Própria,Microsoft PowerBI,Qlik View/Qlik Sense,Tableau,Metabase,Superset,Redash,Looker,Looker Studio(Google Data Studio),Amazon Quicksight,Mode,Alteryx,MicroStrategy,IBM Analytics/Cognos,SAP Business Objects/SAP Analytics,Oracle Business Intelligence,Salesforce/Einstein Analytics,Birst,SAS Visual Analytics,Grafana,TIBCO Spotfire,Pentaho,Fazemos todas as análises utilizando apenas Excel ou planilhas do google,Não utilizo nenhuma ferramenta de BI no trabalho,Ano,Nome_Estado,IDHM,IDHM_L,IDHM_E,IDHM_R,IDHMAD,IDHMAD_L,IDHMAD_E,IDHMAD_R,RDPC,GINI,THEIL,PIB_2021_OR,Partic_Pib_Brasil
38,35-39,Masculino,Branca,Não,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Área da Saúde,de 101 a 500,Outra Opção,Sênior,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,Menos de 1 ano,Modelo 100% presencial,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021.0,Rio de Janeiro,0.762,0.769,0.758,0.759,0.592,0.696,0.681,0.438,901.42,0.565,0.549,949301.0,0.105
21,17-21,Masculino,Branca,Não,Rio Grande do Sul (RS),RS,Sul,1.0,,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Estagiário,Marketing,de 51 a 100,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,1001.0,2000.0,1500.5,de 1 a 2 anos,Modelo 100% remoto,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021.0,Rio Grande do Sul,0.771,0.797,0.75,0.767,0.642,0.731,0.674,0.536,944.53,0.468,0.38,581284.0,0.065
27,25-29,Feminino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área de Consultoria,Acima de 3.000,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
29,25-29,Masculino,Branca,Não,Rio Grande do Sul (RS),RS,Sul,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Rio Grande do Sul,0.771,0.797,0.75,0.767,0.642,0.731,0.674,0.536,944.53,0.468,0.38,581284.0,0.065
39,35-39,Prefiro não informar,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outra opção,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
49,45-49,Masculino,Parda,Sim,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
28,25-29,Masculino,Preta,Não,Espírito Santo (ES),ES,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Outra Opção,de 501 a 1.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,de 1 a 2 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Espírito Santo,0.771,0.864,0.742,0.715,0.611,0.798,0.634,0.45,684.63,0.508,0.452,186337.0,0.021
26,25-29,Masculino,Branca,Não,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,Acima de 3.000,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,Menos de 1 ano,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,Rio de Janeiro,0.762,0.769,0.758,0.759,0.592,0.696,0.681,0.438,901.42,0.565,0.549,949301.0,0.105
27,25-29,Masculino,Branca,Não,Minas Gerais (MG),MG,Sudeste,1.0,,Mestrado,Outra opção,Empregado (CLT),Indústria,Acima de 3.000,Professor/Pesquisador,Júnior,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Minas Gerais,0.774,0.846,0.762,0.718,0.625,0.777,0.656,0.478,699.24,0.487,0.423,857593.0,0.095
27,25-29,Masculino,Preta,Não,Sergipe (SE),SE,Nordeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,de 101 a 500,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,de 1 a 2 anos,Modelo 100% presencial,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021.0,Sergipe,0.702,0.764,0.684,0.662,0.522,0.68,0.551,0.38,492.78,0.568,0.591,51861.0,0.006
34,30-34,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outra opção,Empregado (CLT),Área da Saúde,de 101 a 500,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,3001.0,4000.0,3500.5,de 1 a 2 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
34,30-34,Masculino,Parda,Não,Santa Catarina (SC),SC,Sul,1.0,,Pós-graduação,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Santa Catarina,0.792,0.827,0.79,0.759,0.67,0.762,0.698,0.565,901.2,0.424,0.302,428571.0,0.048
40,40-44,Masculino,Branca,Não,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 1 a 5,,,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Analista de Dados/Data Analyst, Analista de Business Intelligence/BI, Engenharia de Dados/Data Engineer",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Paraná,0.769,0.785,0.78,0.744,0.628,0.718,0.676,0.51,817.79,0.475,0.382,549973.0,0.061
35,35-39,Feminino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Analista de Suporte/Analista Técnico,Pleno,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
27,25-29,Masculino,Branca,Não,Espírito Santo (ES),ES,Sudeste,1.0,,Graduação/Bacharelado,Outra opção,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,de 3 a 4 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Espírito Santo,0.771,0.864,0.742,0.715,0.611,0.798,0.634,0.45,684.63,0.508,0.452,186337.0,0.021
39,35-39,Masculino,Branca,Não,Bahia (BA),BA,Nordeste,1.0,,Graduação/Bacharelado,Outra opção,Empregado (CLT),Varejo,Acima de 3.000,Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,Menos de 1 ano,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Bahia,0.691,0.772,0.659,0.648,0.507,0.68,0.502,0.382,451.59,0.546,0.536,352618.0,0.039
38,35-39,Masculino,Parda,Não,Maranhão (MA),MA,Nordeste,0.0,Goiás (GO),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Educação,Acima de 3.000,Professor/Pesquisador,Sênior,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021.0,Maranhão,0.676,0.715,0.716,0.603,0.493,0.619,0.546,0.354,341.32,0.53,0.503,124981.0,0.014
31,30-34,Feminino,Branca,Não,Pernambuco (PE),PE,Nordeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Pernambuco,0.719,0.797,0.721,0.647,0.53,0.72,0.571,0.362,447.97,0.579,0.609,220814.0,0.025
27,25-29,Masculino,Branca,Não,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Setor Imobiliário/ Construção Civil,de 101 a 500,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,de 1 a 2 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2021.0,Paraná,0.769,0.785,0.78,0.744,0.628,0.718,0.676,0.51,817.79,0.475,0.382,549973.0,0.061
24,22-24,Masculino,Branca,Não,Mato Grosso (MT),MT,Centro-oeste,0.0,Goiás (GO),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,de 5 a 6 anos,Modelo 100% remoto,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,Mato Grosso,0.736,0.73,0.758,0.72,0.588,0.635,0.638,0.503,707.48,0.461,0.363,233390.0,0.026
26,25-29,Feminino,Branca,Não,São Paulo (SP),SP,Sudeste,0.0,Ceará (CE),Graduação/Bacharelado,Outra opção,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
34,30-34,Masculino,Branca,Não,Goiás (GO),GO,Centro-oeste,1.0,,Pós-graduação,Outras Engenharias,Empregado (CLT),Agronegócios,Acima de 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021.0,Goiás,0.737,0.721,0.778,0.714,0.591,0.634,0.658,0.496,679.62,0.467,0.367,269628.0,0.03
31,30-34,Masculino,Branca,Não,Rio Grande do Sul (RS),RS,Sul,1.0,,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Rio Grande do Sul,0.771,0.797,0.75,0.767,0.642,0.731,0.674,0.536,944.53,0.468,0.38,581284.0,0.065
26,25-29,Feminino,Branca,Não,São Paulo (SP),SP,Sudeste,0.0,Minas Gerais (MG),Pós-graduação,Outra opção,Empregado (CLT),Telecomunicação,Acima de 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
30,30-34,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,0.0,Santa Catarina (SC),Pós-graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,de 1 a 2 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
32,30-34,Masculino,Parda,Não,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,de 3 a 4 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
26,25-29,Masculino,Branca,Não,Pará (PA),PA,Norte,0.0,Piauí (PI),Mestrado,Outras Engenharias,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Telecomunicação,de 101 a 500,,,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,de 3 a 4 anos,Modelo 100% remoto,"Engenharia de Dados/Data Engineer, Cientista de Dados/Data Scientist, Machine Learning Engineer/AI Engineer",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Pará,0.69,0.744,0.686,0.645,0.527,0.655,0.569,0.392,442.82,0.529,0.503,262905.0,0.029
33,30-34,Masculino,Preta,Não,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,de 501 a 1.000,,,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,de 4 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Engenharia de Dados/Data Engineer, Analista de Business Intelligence/BI, Business Analyst",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
21,17-21,Masculino,Branca,Não,Goiás (GO),GO,Centro-oeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Goiás,0.737,0.721,0.778,0.714,0.591,0.634,0.658,0.496,679.62,0.467,0.367,269628.0,0.03
25,25-29,Feminino,Preta,Não,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Ciências Sociais,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,,,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,Não tenho experiência na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Data Product Manager/DPM, Database Administrator/DBA, Analista de Business Intelligence/BI, Analytics Engineer, Arquiteto de Dados/Data Architect, Analista de Dados/Data Analyst, Cientista de Dados/Data Scientist, Machine Learning Engineer/AI Engineer, Engenharia de Dados/Data Engineer, Business Analyst",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
37,35-39,Feminino,Preta,Não,Paraná (PR),PR,Sul,0.0,Rio de Janeiro (RJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Paraná,0.769,0.785,0.78,0.744,0.628,0.718,0.676,0.51,817.79,0.475,0.382,549973.0,0.061
30,30-34,Masculino,Parda,Não,Espírito Santo (ES),ES,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,,,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,de 4 a 6 anos,Modelo 100% remoto,"Analytics Engineer, Data Product Manager/DPM, Engenharia de Dados/Data Engineer, Cientista de Dados/Data Scientist, Analista de Dados/Data Analyst, Machine Learning Engineer/AI Engineer",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Espírito Santo,0.771,0.864,0.742,0.715,0.611,0.798,0.634,0.45,684.63,0.508,0.452,186337.0,0.021
33,30-34,Feminino,Branca,Não,,,,,,Não tenho graduação formal,,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 30.001/mês a R$ 40.000/mês,30001.0,40000.0,35000.5,de 4 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
